id,area_ratio,r_min,r_max,r_mean,r_median,r_std,g_min,g_max,g_mean,g_median,g_std,b_min,b_max,b_mean,b_median,b_std,eccentricity,solidity,extent,circularity,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,sym_h,sym_v,glcm_contrast,glcm_homogeneity,edge_density,bug_type,species
1,0.007428041666666667,5.0,208.0,68.08574676513672,56.0,47.95539855957031,3.0,199.0,54.882747650146484,37.0,45.31119918823242,0.0,193.0,39.8919677734375,24.0,36.2507438659668,0.3920193886737698,0.6475896064834155,0.5070104887149618,0.04085434887204471,0.6885802916699072,3.536544717642452,3.363128302930023,4.961573102287246,9.221295606264025,-6.861264002355582,9.342724209887173,0.6498362421989441,0.031815290451049805,0.0059984807717047865,0.9989688709565242,0.051522103739769905,Bee,Apis mellifera
2,0.008553,2.0,248.0,63.7864990234375,55.0,42.15350341796875,2.0,251.0,52.07965087890625,34.0,42.866127014160156,0.0,244.0,35.735145568847656,19.0,34.61711502075195,0.5959041967655172,0.5654003790048918,0.43226078167115906,0.03921908326032628,0.6287521994122577,2.5890766670466583,2.407555015996112,3.6239573046465177,-7.085167105961056,4.920592112163609,6.669590944298363,0.5796029567718506,-0.008627026341855526,0.006261404973844409,0.9988771538630786,0.03985443703963522,Bee,Apis mellifera
3,0.022093125,3.0,255.0,107.17631530761719,114.0,58.771358489990234,0.0,255.0,87.79472351074219,86.0,60.05760955810547,0.0,255.0,63.38302993774414,52.0,54.8235969543457,0.24029482483221,0.6264117552548012,0.4483182832792208,0.04817744913155,0.683224514566155,4.420085362751754,2.533861403546456,4.142526866106593,7.480781493004509,6.35661901517693,-9.214917466709279,0.18970316648483276,-0.022592179477214813,0.017440666937733964,0.9970009392932607,0.06797363433194716,Bee,Apis mellifera
4,0.013187375,5.0,219.0,87.58824157714844,88.0,46.32258605957031,3.0,213.0,71.03185272216797,61.0,46.08576202392578,0.0,201.0,50.432533264160156,36.0,37.44561767578125,0.7354337127760935,0.6075544788611269,0.4277171445251687,0.038926102622787624,0.6664860803542164,2.1949903149520145,3.7988847402371015,4.507220790360633,-9.179364805508756,6.322018095562472,8.680856646702889,-0.007843191735446453,0.08734811097383499,0.011492336311807017,0.9982078705819433,0.04356123438768772,Bee,Apis mellifera
5,0.009164625,6.0,255.0,123.177001953125,134.0,62.3559455871582,0.0,250.0,100.89796447753906,91.0,63.029354095458984,0.0,245.0,80.94617462158203,63.0,60.624961853027344,0.6505991203519663,0.5664591762363794,0.39639381487889275,0.04707132366354405,0.5999406253862648,2.342136948867457,2.274168328422662,3.1283153075443457,5.913110507675343,6.365948477026881,-6.077389771285476,0.36115846037864685,0.17255301773548126,0.013889389504870524,0.9985021632216577,0.07081577260389814,Bee,Apis mellifera
6,0.005916833333333333,7.0,201.0,100.47562408447266,109.0,49.635040283203125,4.0,199.0,84.3832778930664,78.0,51.36793899536133,0.0,204.0,68.36624908447266,55.0,48.98237228393555,0.7644701399288016,0.636232890521741,0.4402405753968254,0.06596738961433304,0.6437710200786777,2.055972086390577,2.5196939216768266,3.419353143093665,6.389704339604538,4.485714404685474,7.598444915271677,-0.0006390876369550824,0.38350388407707214,0.006076312492625832,0.9991513559296065,0.03547083180755472,Bee,Apis mellifera
7,0.00565875,11.0,238.0,91.57896423339844,87.0,41.37874984741211,9.0,234.0,72.75433349609375,70.0,36.76008224487305,4.0,223.0,50.997989654541016,42.0,34.731292724609375,0.9001156837510131,0.7100619559250255,0.4792301829268293,0.07628988796724881,0.6203573794302543,1.5744633536267088,4.021114371290591,4.671529901053536,-10.493745496049419,-5.698407929614913,-9.017627421328447,-0.0056903669610619545,0.10294609516859055,0.004066999045274206,0.9992878909002015,0.022266401590457258,Bee,Apis mellifera
8,0.007454083333333333,4.0,168.0,55.60429382324219,47.0,35.667320251464844,4.0,171.0,43.24016571044922,31.0,35.565189361572266,3.0,183.0,36.929927825927734,24.0,37.34231185913086,0.8756020030979672,0.5644823364592142,0.3079181813174708,0.06606993540692672,0.582537555398842,1.5780004709330253,2.978853095364635,3.651797762019625,-6.976031596859343,-4.563967800703525,7.664921205624233,-0.00751022482290864,0.4308282434940338,0.004122877701730725,0.9992810550155884,0.018440675692293934,Bee,Apis mellifera
9,0.0071994166666666665,6.0,255.0,87.62007141113281,93.0,52.7327995300293,3.0,255.0,71.39061737060547,64.0,51.89471435546875,0.0,254.0,68.25091552734375,57.0,54.631797790527344,0.5133158962568953,0.6831565338067317,0.42731580405191516,0.056990117158655644,0.6132450548113921,2.8643042268151855,1.955422814028143,3.8053557864099905,-6.800778146398816,5.379456781088469,-6.878687045850278,0.2452157884836197,0.3278650641441345,0.004734505093051932,0.998976046524501,0.07803294248376605,Bee,Apis mellifera
10,0.015783458333333333,4.0,255.0,82.97671508789062,80.0,52.42158889770508,0.0,255.0,63.632568359375,48.0,48.940956115722656,0.0,255.0,60.44037628173828,45.0,50.826637268066406,0.47281832579702987,0.6812648261151847,0.5351534245027125,0.07065244934099635,0.6721999159129296,3.144725099070047,2.6343091186215113,5.351336955368957,9.41070672177129,-7.091012648785472,9.62845679683887,0.30723488330841064,0.5457747578620911,0.007967401585757062,0.9981427057100744,0.07539011042679176,Bee,Apis mellifera
